,dev,date,HH,MM,ss,audio
0,steth,20190531,14,10,31,steth_20190531_14_10_31_label.wav
0,steth,20190531,14,10,31,steth_20190531_14_10_31_label.wav
0,steth,20190531,14,11,02,steth_20190531_14_11_02_label.wav
0,steth,20190531,14,11,02,steth_20190531_14_11_02_label.wav
0,steth,20190531,14,11,24,steth_20190531_14_11_24_label.wav
0,steth,20190531,14,11,24,steth_20190531_14_11_24_label.wav
0,steth,20190531,14,11,47,steth_20190531_14_11_47_label.wav
0,steth,20190531,14,11,47,steth_20190531_14_11_47_label.wav
0,steth,20190531,14,14,51,steth_20190531_14_14_51_label.wav
0,steth,20190531,14,14,51,steth_20190531_14_14_51_label.wav
0,steth,20190531,14,15,14,steth_20190531_14_15_14_label.wav
0,steth,20190531,14,15,14,steth_20190531_14_15_14_label.wav
0,steth,20190531,14,30,09,steth_20190531_14_30_09_label.wav
0,steth,20190531,14,30,09,steth_20190531_14_30_09_label.wav
0,steth,20190531,14,30,52,steth_20190531_14_30_52_label.wav
0,steth,20190531,14,30,52,steth_20190531_14_30_52_label.wav
0,steth,20190531,14,31,29,steth_20190531_14_31_29_label.wav
0,steth,20190531,14,31,29,steth_20190531_14_31_29_label.wav
0,steth,20190531,14,32,14,steth_20190531_14_32_14_label.wav
0,steth,20190531,14,32,14,steth_20190531_14_32_14_label.wav
0,steth,20190531,14,33,09,steth_20190531_14_33_09_label.wav
0,steth,20190531,14,33,09,steth_20190531_14_33_09_label.wav
0,steth,20190531,14,33,57,steth_20190531_14_33_57_label.wav
0,steth,20190531,14,33,57,steth_20190531_14_33_57_label.wav
0,steth,20190531,14,34,22,steth_20190531_14_34_22_label.wav
0,steth,20190531,14,34,22,steth_20190531_14_34_22_label.wav
0,steth,20190531,14,34,49,steth_20190531_14_34_49_label.wav
0,steth,20190531,14,34,49,steth_20190531_14_34_49_label.wav
0,steth,20190531,14,35,59,steth_20190531_14_35_59_label.wav
0,steth,20190531,14,35,59,steth_20190531_14_35_59_label.wav
0,steth,20190531,14,36,22,steth_20190531_14_36_22_label.wav
0,steth,20190531,14,36,22,steth_20190531_14_36_22_label.wav
0,steth,20190531,14,36,49,steth_20190531_14_36_49_label.wav
0,steth,20190531,14,36,49,steth_20190531_14_36_49_label.wav
0,steth,20190531,14,38,18,steth_20190531_14_38_18_label.wav
0,steth,20190531,14,38,18,steth_20190531_14_38_18_label.wav
0,steth,20190531,14,38,46,steth_20190531_14_38_46_label.wav
0,steth,20190531,14,38,46,steth_20190531_14_38_46_label.wav
0,steth,20190531,14,39,13,steth_20190531_14_39_13_label.wav
0,steth,20190531,14,39,13,steth_20190531_14_39_13_label.wav
0,steth,20190531,14,39,37,steth_20190531_14_39_37_label.wav
0,steth,20190531,14,39,37,steth_20190531_14_39_37_label.wav
0,steth,20190531,14,54,54,steth_20190531_14_54_54_label.wav
0,steth,20190531,14,54,54,steth_20190531_14_54_54_label.wav
0,steth,20190531,14,55,26,steth_20190531_14_55_26_label.wav
0,steth,20190531,14,55,26,steth_20190531_14_55_26_label.wav
0,steth,20190531,14,55,57,steth_20190531_14_55_57_label.wav
0,steth,20190531,14,55,57,steth_20190531_14_55_57_label.wav
0,steth,20190531,14,57,16,steth_20190531_14_57_16_label.wav
0,steth,20190531,14,57,16,steth_20190531_14_57_16_label.wav
0,steth,20190531,14,57,52,steth_20190531_14_57_52_label.wav
0,steth,20190531,14,57,52,steth_20190531_14_57_52_label.wav
0,steth,20190531,14,58,28,steth_20190531_14_58_28_label.wav
0,steth,20190531,14,58,28,steth_20190531_14_58_28_label.wav
0,steth,20190531,14,59,03,steth_20190531_14_59_03_label.wav
0,steth,20190531,14,59,03,steth_20190531_14_59_03_label.wav
0,steth,20190531,15,03,28,steth_20190531_15_03_28_label.wav
0,steth,20190531,15,03,28,steth_20190531_15_03_28_label.wav
0,steth,20190531,15,03,53,steth_20190531_15_03_53_label.wav
0,steth,20190531,15,03,53,steth_20190531_15_03_53_label.wav
0,steth,20190531,15,04,16,steth_20190531_15_04_16_label.wav
0,steth,20190531,15,04,16,steth_20190531_15_04_16_label.wav
0,steth,20190531,15,05,16,steth_20190531_15_05_16_label.wav
0,steth,20190531,15,05,16,steth_20190531_15_05_16_label.wav
0,steth,20190531,15,05,42,steth_20190531_15_05_42_label.wav
0,steth,20190531,15,05,42,steth_20190531_15_05_42_label.wav
0,steth,20190531,15,06,07,steth_20190531_15_06_07_label.wav
0,steth,20190531,15,06,07,steth_20190531_15_06_07_label.wav
0,steth,20190531,15,25,44,steth_20190531_15_25_44_label.wav
0,steth,20190531,15,25,44,steth_20190531_15_25_44_label.wav
0,steth,20190531,15,26,18,steth_20190531_15_26_18_label.wav
0,steth,20190531,15,26,18,steth_20190531_15_26_18_label.wav
0,steth,20190531,15,26,54,steth_20190531_15_26_54_label.wav
0,steth,20190531,15,26,54,steth_20190531_15_26_54_label.wav
0,steth,20190531,15,28,17,steth_20190531_15_28_17_label.wav
0,steth,20190531,15,28,17,steth_20190531_15_28_17_label.wav
0,steth,20190531,15,28,49,steth_20190531_15_28_49_label.wav
0,steth,20190531,15,28,49,steth_20190531_15_28_49_label.wav
0,steth,20190531,15,29,18,steth_20190531_15_29_18_label.wav
0,steth,20190531,15,29,18,steth_20190531_15_29_18_label.wav
0,steth,20190531,15,29,45,steth_20190531_15_29_45_label.wav
0,steth,20190531,15,29,45,steth_20190531_15_29_45_label.wav
0,steth,20190531,15,33,15,steth_20190531_15_33_15_label.wav
0,steth,20190531,15,33,15,steth_20190531_15_33_15_label.wav
0,steth,20190531,15,33,38,steth_20190531_15_33_38_label.wav
0,steth,20190531,15,33,38,steth_20190531_15_33_38_label.wav
0,steth,20190531,15,34,02,steth_20190531_15_34_02_label.wav
0,steth,20190531,15,34,02,steth_20190531_15_34_02_label.wav
0,steth,20190531,15,34,57,steth_20190531_15_34_57_label.wav
0,steth,20190531,15,34,57,steth_20190531_15_34_57_label.wav
0,steth,20190531,15,35,21,steth_20190531_15_35_21_label.wav
0,steth,20190531,15,35,21,steth_20190531_15_35_21_label.wav
0,steth,20190531,15,35,43,steth_20190531_15_35_43_label.wav
0,steth,20190531,15,35,43,steth_20190531_15_35_43_label.wav
0,steth,20190531,15,36,08,steth_20190531_15_36_08_label.wav
0,steth,20190531,15,36,08,steth_20190531_15_36_08_label.wav
0,steth,20190531,15,55,58,steth_20190531_15_55_58_label.wav
0,steth,20190531,15,55,58,steth_20190531_15_55_58_label.wav
0,steth,20190531,15,56,22,steth_20190531_15_56_22_label.wav
0,steth,20190531,15,56,22,steth_20190531_15_56_22_label.wav
0,steth,20190531,15,56,44,steth_20190531_15_56_44_label.wav
0,steth,20190531,15,56,44,steth_20190531_15_56_44_label.wav
0,steth,20190531,15,57,29,steth_20190531_15_57_29_label.wav
0,steth,20190531,15,57,29,steth_20190531_15_57_29_label.wav
0,steth,20190531,15,58,13,steth_20190531_15_58_13_label.wav
0,steth,20190531,15,58,13,steth_20190531_15_58_13_label.wav
0,steth,20190531,15,58,52,steth_20190531_15_58_52_label.wav
0,steth,20190531,15,58,52,steth_20190531_15_58_52_label.wav
0,steth,20190531,15,59,16,steth_20190531_15_59_16_label.wav
0,steth,20190531,15,59,16,steth_20190531_15_59_16_label.wav
0,steth,20190531,15,59,41,steth_20190531_15_59_41_label.wav
0,steth,20190531,15,59,41,steth_20190531_15_59_41_label.wav
0,steth,20190531,16,02,47,steth_20190531_16_02_47_label.wav
0,steth,20190531,16,02,47,steth_20190531_16_02_47_label.wav
0,steth,20190531,16,03,12,steth_20190531_16_03_12_label.wav
0,steth,20190531,16,03,12,steth_20190531_16_03_12_label.wav
0,steth,20190531,16,03,34,steth_20190531_16_03_34_label.wav
0,steth,20190531,16,03,34,steth_20190531_16_03_34_label.wav
0,steth,20190531,16,04,28,steth_20190531_16_04_28_label.wav
0,steth,20190531,16,04,28,steth_20190531_16_04_28_label.wav
0,steth,20190531,16,04,56,steth_20190531_16_04_56_label.wav
0,steth,20190531,16,04,56,steth_20190531_16_04_56_label.wav
0,steth,20190531,16,05,18,steth_20190531_16_05_18_label.wav
0,steth,20190531,16,05,18,steth_20190531_16_05_18_label.wav
0,steth,20190531,16,05,41,steth_20190531_16_05_41_label.wav
0,steth,20190531,16,05,41,steth_20190531_16_05_41_label.wav
0,steth,20190602,14,45,32,steth_20190602_14_45_32_label.wav
0,steth,20190602,14,45,32,steth_20190602_14_45_32_label.wav
0,steth,20190602,14,47,38,steth_20190602_14_47_38_label.wav
0,steth,20190602,14,47,38,steth_20190602_14_47_38_label.wav
0,steth,20190602,14,48,30,steth_20190602_14_48_30_label.wav
0,steth,20190602,14,48,30,steth_20190602_14_48_30_label.wav
0,steth,20190602,15,04,40,steth_20190602_15_04_40_label.wav
0,steth,20190602,15,04,40,steth_20190602_15_04_40_label.wav
0,steth,20190602,15,26,36,steth_20190602_15_26_36_label.wav
0,steth,20190602,15,26,36,steth_20190602_15_26_36_label.wav
0,steth,20190602,15,26,59,steth_20190602_15_26_59_label.wav
0,steth,20190602,15,26,59,steth_20190602_15_26_59_label.wav
0,steth,20190602,15,27,33,steth_20190602_15_27_33_label.wav
0,steth,20190602,15,27,33,steth_20190602_15_27_33_label.wav
0,steth,20190604,13,27,55,steth_20190604_13_27_55_label.wav
0,steth,20190604,13,27,55,steth_20190604_13_27_55_label.wav
0,steth,20190604,13,28,17,steth_20190604_13_28_17_label.wav
0,steth,20190604,13,28,17,steth_20190604_13_28_17_label.wav
0,steth,20190604,13,28,41,steth_20190604_13_28_41_label.wav
0,steth,20190604,13,28,41,steth_20190604_13_28_41_label.wav
0,steth,20190604,13,29,10,steth_20190604_13_29_10_label.wav
0,steth,20190604,13,29,10,steth_20190604_13_29_10_label.wav
0,steth,20190604,13,29,32,steth_20190604_13_29_32_label.wav
0,steth,20190604,13,29,32,steth_20190604_13_29_32_label.wav
0,steth,20190604,13,30,00,steth_20190604_13_30_00_label.wav
0,steth,20190604,13,30,00,steth_20190604_13_30_00_label.wav
0,steth,20190604,13,30,22,steth_20190604_13_30_22_label.wav
0,steth,20190604,13,30,22,steth_20190604_13_30_22_label.wav
0,steth,20190604,13,30,58,steth_20190604_13_30_58_label.wav
0,steth,20190604,13,30,58,steth_20190604_13_30_58_label.wav
0,steth,20190604,14,36,36,steth_20190604_14_36_36_label.wav
0,steth,20190604,14,36,36,steth_20190604_14_36_36_label.wav
0,steth,20190604,14,37,04,steth_20190604_14_37_04_label.wav
0,steth,20190604,14,37,04,steth_20190604_14_37_04_label.wav
0,steth,20190604,14,37,28,steth_20190604_14_37_28_label.wav
0,steth,20190604,14,37,28,steth_20190604_14_37_28_label.wav
0,steth,20190604,14,37,57,steth_20190604_14_37_57_label.wav
0,steth,20190604,14,37,57,steth_20190604_14_37_57_label.wav
0,steth,20190604,14,38,23,steth_20190604_14_38_23_label.wav
0,steth,20190604,14,38,23,steth_20190604_14_38_23_label.wav
0,steth,20190604,14,39,06,steth_20190604_14_39_06_label.wav
0,steth,20190604,14,39,06,steth_20190604_14_39_06_label.wav
0,steth,20190604,14,39,33,steth_20190604_14_39_33_label.wav
0,steth,20190604,14,39,33,steth_20190604_14_39_33_label.wav
0,steth,20190604,14,39,55,steth_20190604_14_39_55_label.wav
0,steth,20190604,14,39,55,steth_20190604_14_39_55_label.wav
0,steth,20190608,11,56,01,steth_20190608_11_56_01_label.wav
0,steth,20190608,11,56,01,steth_20190608_11_56_01_label.wav
0,steth,20190608,11,56,25,steth_20190608_11_56_25_label.wav
0,steth,20190608,11,56,25,steth_20190608_11_56_25_label.wav
0,steth,20190608,11,56,59,steth_20190608_11_56_59_label.wav
0,steth,20190608,11,56,59,steth_20190608_11_56_59_label.wav
0,steth,20190608,11,57,21,steth_20190608_11_57_21_label.wav
0,steth,20190608,11,57,21,steth_20190608_11_57_21_label.wav
0,steth,20190608,11,58,04,steth_20190608_11_58_04_label.wav
0,steth,20190608,11,58,04,steth_20190608_11_58_04_label.wav
0,steth,20190608,11,58,31,steth_20190608_11_58_31_label.wav
0,steth,20190608,11,58,31,steth_20190608_11_58_31_label.wav
0,steth,20190608,11,58,58,steth_20190608_11_58_58_label.wav
0,steth,20190608,11,58,58,steth_20190608_11_58_58_label.wav
0,steth,20190608,11,59,27,steth_20190608_11_59_27_label.wav
0,steth,20190608,11,59,27,steth_20190608_11_59_27_label.wav
0,steth,20190608,12,13,52,steth_20190608_12_13_52_label.wav
0,steth,20190608,12,13,52,steth_20190608_12_13_52_label.wav
0,steth,20190608,12,14,22,steth_20190608_12_14_22_label.wav
0,steth,20190608,12,14,22,steth_20190608_12_14_22_label.wav
0,steth,20190608,12,14,45,steth_20190608_12_14_45_label.wav
0,steth,20190608,12,14,45,steth_20190608_12_14_45_label.wav
0,steth,20190608,12,15,06,steth_20190608_12_15_06_label.wav
0,steth,20190608,12,15,06,steth_20190608_12_15_06_label.wav
0,steth,20190608,12,15,28,steth_20190608_12_15_28_label.wav
0,steth,20190608,12,15,28,steth_20190608_12_15_28_label.wav
0,steth,20190608,12,15,50,steth_20190608_12_15_50_label.wav
0,steth,20190608,12,15,50,steth_20190608_12_15_50_label.wav
0,steth,20190608,12,16,21,steth_20190608_12_16_21_label.wav
0,steth,20190608,12,16,21,steth_20190608_12_16_21_label.wav
0,steth,20190608,12,16,42,steth_20190608_12_16_42_label.wav
0,steth,20190608,12,16,42,steth_20190608_12_16_42_label.wav
0,steth,20190609,14,17,56,steth_20190609_14_17_56_label.wav
0,steth,20190609,14,17,56,steth_20190609_14_17_56_label.wav
0,steth,20190609,14,26,14,steth_20190609_14_26_14_label.wav
0,steth,20190609,14,26,14,steth_20190609_14_26_14_label.wav
0,steth,20190609,14,27,00,steth_20190609_14_27_00_label.wav
0,steth,20190609,14,27,00,steth_20190609_14_27_00_label.wav
0,steth,20190609,14,27,58,steth_20190609_14_27_58_label.wav
0,steth,20190609,14,27,58,steth_20190609_14_27_58_label.wav
0,steth,20190609,14,35,19,steth_20190609_14_35_19_label.wav
0,steth,20190609,14,35,19,steth_20190609_14_35_19_label.wav
0,steth,20190609,14,53,46,steth_20190609_14_53_46_label.wav
0,steth,20190609,14,53,46,steth_20190609_14_53_46_label.wav
0,steth,20190609,14,55,29,steth_20190609_14_55_29_label.wav
0,steth,20190609,14,55,29,steth_20190609_14_55_29_label.wav
0,steth,20190609,14,56,22,steth_20190609_14_56_22_label.wav
0,steth,20190609,14,56,22,steth_20190609_14_56_22_label.wav
0,steth,20190610,01,19,55,steth_20190610_01_19_55_label.wav
0,steth,20190610,01,19,55,steth_20190610_01_19_55_label.wav
0,steth,20190610,01,20,18,steth_20190610_01_20_18_label.wav
0,steth,20190610,01,20,18,steth_20190610_01_20_18_label.wav
0,steth,20190610,01,20,42,steth_20190610_01_20_42_label.wav
0,steth,20190610,01,20,42,steth_20190610_01_20_42_label.wav
0,steth,20190610,01,21,04,steth_20190610_01_21_04_label.wav
0,steth,20190610,01,21,04,steth_20190610_01_21_04_label.wav
0,steth,20190610,01,21,29,steth_20190610_01_21_29_label.wav
0,steth,20190610,01,21,29,steth_20190610_01_21_29_label.wav
0,steth,20190610,01,21,53,steth_20190610_01_21_53_label.wav
0,steth,20190610,01,21,53,steth_20190610_01_21_53_label.wav
0,steth,20190610,01,22,26,steth_20190610_01_22_26_label.wav
0,steth,20190610,01,22,26,steth_20190610_01_22_26_label.wav
0,steth,20190610,01,22,52,steth_20190610_01_22_52_label.wav
0,steth,20190610,01,22,52,steth_20190610_01_22_52_label.wav
0,steth,20190611,14,43,53,steth_20190611_14_43_53_label.wav
0,steth,20190611,14,43,53,steth_20190611_14_43_53_label.wav
0,steth,20190611,14,53,44,steth_20190611_14_53_44_label.wav
0,steth,20190611,14,53,44,steth_20190611_14_53_44_label.wav
0,steth,20190611,14,54,25,steth_20190611_14_54_25_label.wav
0,steth,20190611,14,54,25,steth_20190611_14_54_25_label.wav
0,steth,20190611,14,54,57,steth_20190611_14_54_57_label.wav
0,steth,20190611,14,54,57,steth_20190611_14_54_57_label.wav
0,steth,20190611,14,55,22,steth_20190611_14_55_22_label.wav
0,steth,20190611,14,55,22,steth_20190611_14_55_22_label.wav
0,steth,20190611,14,55,47,steth_20190611_14_55_47_label.wav
0,steth,20190611,14,55,47,steth_20190611_14_55_47_label.wav
0,steth,20190613,10,04,03,steth_20190613_10_04_03_label.wav
0,steth,20190613,10,04,03,steth_20190613_10_04_03_label.wav
0,steth,20190613,10,04,25,steth_20190613_10_04_25_label.wav
0,steth,20190613,10,04,25,steth_20190613_10_04_25_label.wav
0,steth,20190613,10,04,45,steth_20190613_10_04_45_label.wav
0,steth,20190613,10,04,45,steth_20190613_10_04_45_label.wav
0,steth,20190613,10,05,30,steth_20190613_10_05_30_label.wav
0,steth,20190613,10,05,30,steth_20190613_10_05_30_label.wav
0,steth,20190613,10,05,31,steth_20190613_10_05_31_label.wav
0,steth,20190613,10,05,31,steth_20190613_10_05_31_label.wav
0,steth,20190613,10,05,52,steth_20190613_10_05_52_label.wav
0,steth,20190613,10,05,52,steth_20190613_10_05_52_label.wav
0,steth,20190613,10,06,02,steth_20190613_10_06_02_label.wav
0,steth,20190613,10,06,02,steth_20190613_10_06_02_label.wav
0,steth,20190613,10,06,16,steth_20190613_10_06_16_label.wav
0,steth,20190613,10,06,16,steth_20190613_10_06_16_label.wav
0,steth,20190613,10,06,28,steth_20190613_10_06_28_label.wav
0,steth,20190613,10,06,28,steth_20190613_10_06_28_label.wav
0,steth,20190613,10,06,40,steth_20190613_10_06_40_label.wav
0,steth,20190613,10,06,40,steth_20190613_10_06_40_label.wav
0,steth,20190613,10,06,56,steth_20190613_10_06_56_label.wav
0,steth,20190613,10,06,56,steth_20190613_10_06_56_label.wav
0,steth,20190613,10,07,27,steth_20190613_10_07_27_label.wav
0,steth,20190613,10,07,27,steth_20190613_10_07_27_label.wav
0,steth,20190613,10,07,57,steth_20190613_10_07_57_label.wav
0,steth,20190613,10,07,57,steth_20190613_10_07_57_label.wav
0,steth,20190613,10,08,23,steth_20190613_10_08_23_label.wav
0,steth,20190613,10,08,23,steth_20190613_10_08_23_label.wav
0,steth,20190613,10,08,49,steth_20190613_10_08_49_label.wav
0,steth,20190613,10,08,49,steth_20190613_10_08_49_label.wav
0,steth,20190613,10,29,03,steth_20190613_10_29_03_label.wav
0,steth,20190613,10,29,03,steth_20190613_10_29_03_label.wav
0,steth,20190613,10,29,24,steth_20190613_10_29_24_label.wav
0,steth,20190613,10,29,24,steth_20190613_10_29_24_label.wav
0,steth,20190613,10,29,44,steth_20190613_10_29_44_label.wav
0,steth,20190613,10,29,44,steth_20190613_10_29_44_label.wav
0,steth,20190613,10,30,08,steth_20190613_10_30_08_label.wav
0,steth,20190613,10,30,08,steth_20190613_10_30_08_label.wav
0,steth,20190613,10,30,34,steth_20190613_10_30_34_label.wav
0,steth,20190613,10,30,34,steth_20190613_10_30_34_label.wav
0,steth,20190613,10,30,37,steth_20190613_10_30_37_label.wav
0,steth,20190613,10,30,37,steth_20190613_10_30_37_label.wav
0,steth,20190613,10,30,54,steth_20190613_10_30_54_label.wav
0,steth,20190613,10,30,54,steth_20190613_10_30_54_label.wav
0,steth,20190613,10,31,09,steth_20190613_10_31_09_label.wav
0,steth,20190613,10,31,09,steth_20190613_10_31_09_label.wav
0,steth,20190613,10,31,14,steth_20190613_10_31_14_label.wav
0,steth,20190613,10,31,14,steth_20190613_10_31_14_label.wav
0,steth,20190613,10,31,41,steth_20190613_10_31_41_label.wav
0,steth,20190613,10,31,41,steth_20190613_10_31_41_label.wav
0,steth,20190613,10,32,42,steth_20190613_10_32_42_label.wav
0,steth,20190613,10,32,42,steth_20190613_10_32_42_label.wav
0,steth,20190613,10,33,10,steth_20190613_10_33_10_label.wav
0,steth,20190613,10,33,10,steth_20190613_10_33_10_label.wav
0,steth,20190613,10,33,50,steth_20190613_10_33_50_label.wav
0,steth,20190613,10,33,50,steth_20190613_10_33_50_label.wav
0,steth,20190613,10,34,19,steth_20190613_10_34_19_label.wav
0,steth,20190613,10,34,19,steth_20190613_10_34_19_label.wav
0,steth,20190613,10,56,25,steth_20190613_10_56_25_label.wav
0,steth,20190613,10,56,25,steth_20190613_10_56_25_label.wav
0,steth,20190613,10,56,45,steth_20190613_10_56_45_label.wav
0,steth,20190613,10,56,45,steth_20190613_10_56_45_label.wav
0,steth,20190613,10,57,08,steth_20190613_10_57_08_label.wav
0,steth,20190613,10,57,08,steth_20190613_10_57_08_label.wav
0,steth,20190613,10,57,13,steth_20190613_10_57_13_label.wav
0,steth,20190613,10,57,13,steth_20190613_10_57_13_label.wav
0,steth,20190613,10,57,33,steth_20190613_10_57_33_label.wav
0,steth,20190613,10,57,33,steth_20190613_10_57_33_label.wav
0,steth,20190613,10,57,41,steth_20190613_10_57_41_label.wav
0,steth,20190613,10,57,41,steth_20190613_10_57_41_label.wav
0,steth,20190613,10,57,54,steth_20190613_10_57_54_label.wav
0,steth,20190613,10,57,54,steth_20190613_10_57_54_label.wav
0,steth,20190613,10,58,10,steth_20190613_10_58_10_label.wav
0,steth,20190613,10,58,10,steth_20190613_10_58_10_label.wav
0,steth,20190613,10,58,13,steth_20190613_10_58_13_label.wav
0,steth,20190613,10,58,13,steth_20190613_10_58_13_label.wav
0,steth,20190613,10,58,35,steth_20190613_10_58_35_label.wav
0,steth,20190613,10,58,35,steth_20190613_10_58_35_label.wav
0,steth,20190613,10,58,46,steth_20190613_10_58_46_label.wav
0,steth,20190613,10,58,46,steth_20190613_10_58_46_label.wav
0,steth,20190613,10,58,58,steth_20190613_10_58_58_label.wav
0,steth,20190613,10,58,58,steth_20190613_10_58_58_label.wav
0,steth,20190613,10,59,18,steth_20190613_10_59_18_label.wav
0,steth,20190613,10,59,18,steth_20190613_10_59_18_label.wav
0,steth,20190613,10,59,47,steth_20190613_10_59_47_label.wav
0,steth,20190613,10,59,47,steth_20190613_10_59_47_label.wav
0,steth,20190613,11,00,14,steth_20190613_11_00_14_label.wav
0,steth,20190613,11,00,14,steth_20190613_11_00_14_label.wav
0,steth,20190613,11,26,01,steth_20190613_11_26_01_label.wav
0,steth,20190613,11,26,01,steth_20190613_11_26_01_label.wav
0,steth,20190613,11,26,33,steth_20190613_11_26_33_label.wav
0,steth,20190613,11,26,33,steth_20190613_11_26_33_label.wav
0,steth,20190613,11,26,35,steth_20190613_11_26_35_label.wav
0,steth,20190613,11,26,35,steth_20190613_11_26_35_label.wav
0,steth,20190613,11,26,58,steth_20190613_11_26_58_label.wav
0,steth,20190613,11,26,58,steth_20190613_11_26_58_label.wav
0,steth,20190613,11,27,20,steth_20190613_11_27_20_label.wav
0,steth,20190613,11,27,20,steth_20190613_11_27_20_label.wav
0,steth,20190613,11,27,27,steth_20190613_11_27_27_label.wav
0,steth,20190613,11,27,27,steth_20190613_11_27_27_label.wav
0,steth,20190613,11,27,47,steth_20190613_11_27_47_label.wav
0,steth,20190613,11,27,47,steth_20190613_11_27_47_label.wav
0,steth,20190613,11,28,10,steth_20190613_11_28_10_label.wav
0,steth,20190613,11,28,10,steth_20190613_11_28_10_label.wav
0,steth,20190613,11,28,12,steth_20190613_11_28_12_label.wav
0,steth,20190613,11,28,12,steth_20190613_11_28_12_label.wav
0,steth,20190613,11,28,33,steth_20190613_11_28_33_label.wav
0,steth,20190613,11,28,33,steth_20190613_11_28_33_label.wav
0,steth,20190613,11,28,47,steth_20190613_11_28_47_label.wav
0,steth,20190613,11,28,47,steth_20190613_11_28_47_label.wav
0,steth,20190613,11,29,00,steth_20190613_11_29_00_label.wav
0,steth,20190613,11,29,00,steth_20190613_11_29_00_label.wav
0,steth,20190613,11,29,19,steth_20190613_11_29_19_label.wav
0,steth,20190613,11,29,19,steth_20190613_11_29_19_label.wav
0,steth,20190613,11,29,45,steth_20190613_11_29_45_label.wav
0,steth,20190613,11,29,45,steth_20190613_11_29_45_label.wav
0,steth,20190613,11,30,14,steth_20190613_11_30_14_label.wav
0,steth,20190613,11,30,14,steth_20190613_11_30_14_label.wav
0,steth,20190613,11,33,27,steth_20190613_11_33_27_label.wav
0,steth,20190613,11,33,27,steth_20190613_11_33_27_label.wav
0,steth,20190613,11,33,56,steth_20190613_11_33_56_label.wav
0,steth,20190613,11,33,56,steth_20190613_11_33_56_label.wav
0,steth,20190613,11,34,20,steth_20190613_11_34_20_label.wav
0,steth,20190613,11,34,20,steth_20190613_11_34_20_label.wav
0,steth,20190613,11,34,45,steth_20190613_11_34_45_label.wav
0,steth,20190613,11,34,45,steth_20190613_11_34_45_label.wav
0,steth,20190613,11,35,13,steth_20190613_11_35_13_label.wav
0,steth,20190613,11,35,13,steth_20190613_11_35_13_label.wav
0,steth,20190613,11,35,41,steth_20190613_11_35_41_label.wav
0,steth,20190613,11,35,41,steth_20190613_11_35_41_label.wav
0,steth,20190613,11,36,03,steth_20190613_11_36_03_label.wav
0,steth,20190613,11,36,03,steth_20190613_11_36_03_label.wav
0,steth,20190613,11,36,26,steth_20190613_11_36_26_label.wav
0,steth,20190613,11,36,26,steth_20190613_11_36_26_label.wav
0,steth,20190613,11,56,42,steth_20190613_11_56_42_label.wav
0,steth,20190613,11,56,42,steth_20190613_11_56_42_label.wav
0,steth,20190613,11,56,54,steth_20190613_11_56_54_label.wav
0,steth,20190613,11,56,54,steth_20190613_11_56_54_label.wav
0,steth,20190613,11,57,08,steth_20190613_11_57_08_label.wav
0,steth,20190613,11,57,08,steth_20190613_11_57_08_label.wav
0,steth,20190613,11,57,17,steth_20190613_11_57_17_label.wav
0,steth,20190613,11,57,17,steth_20190613_11_57_17_label.wav
0,steth,20190613,11,57,31,steth_20190613_11_57_31_label.wav
0,steth,20190613,11,57,31,steth_20190613_11_57_31_label.wav
0,steth,20190613,11,57,40,steth_20190613_11_57_40_label.wav
0,steth,20190613,11,57,40,steth_20190613_11_57_40_label.wav
0,steth,20190613,11,57,54,steth_20190613_11_57_54_label.wav
0,steth,20190613,11,57,54,steth_20190613_11_57_54_label.wav
0,steth,20190613,11,58,09,steth_20190613_11_58_09_label.wav
0,steth,20190613,11,58,09,steth_20190613_11_58_09_label.wav
0,steth,20190613,11,58,23,steth_20190613_11_58_23_label.wav
0,steth,20190613,11,58,23,steth_20190613_11_58_23_label.wav
0,steth,20190613,11,58,30,steth_20190613_11_58_30_label.wav
0,steth,20190613,11,58,30,steth_20190613_11_58_30_label.wav
0,steth,20190613,11,58,48,steth_20190613_11_58_48_label.wav
0,steth,20190613,11,58,48,steth_20190613_11_58_48_label.wav
0,steth,20190613,11,58,52,steth_20190613_11_58_52_label.wav
0,steth,20190613,11,58,52,steth_20190613_11_58_52_label.wav
0,steth,20190613,11,59,11,steth_20190613_11_59_11_label.wav
0,steth,20190613,11,59,11,steth_20190613_11_59_11_label.wav
0,steth,20190613,11,59,14,steth_20190613_11_59_14_label.wav
0,steth,20190613,11,59,14,steth_20190613_11_59_14_label.wav
0,steth,20190613,11,59,36,steth_20190613_11_59_36_label.wav
0,steth,20190613,11,59,36,steth_20190613_11_59_36_label.wav
0,steth,20190614,03,35,40,steth_20190614_03_35_40_label.wav
0,steth,20190614,03,35,40,steth_20190614_03_35_40_label.wav
0,steth,20190614,03,36,09,steth_20190614_03_36_09_label.wav
0,steth,20190614,03,36,09,steth_20190614_03_36_09_label.wav
0,steth,20190614,03,37,17,steth_20190614_03_37_17_label.wav
0,steth,20190614,03,37,17,steth_20190614_03_37_17_label.wav
0,steth,20190614,03,37,43,steth_20190614_03_37_43_label.wav
0,steth,20190614,03,37,43,steth_20190614_03_37_43_label.wav
0,steth,20190614,03,38,11,steth_20190614_03_38_11_label.wav
0,steth,20190614,03,38,11,steth_20190614_03_38_11_label.wav
0,steth,20190614,03,38,45,steth_20190614_03_38_45_label.wav
